subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet
Wa-Pi-124,1968-01-16,1985-07-10,17.49,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-125,1967-07-01,1991-01-02,23.50,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-126,1970-02-21,1987-04-07,17.12,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-127,1963-11-15,1991-09-03,27.80,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-128,1962-07-01,1984-01-25,21.57,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-129,1961-07-01,1984-01-08,22.52,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-13,1970-07-01,1988-03-01,17.67,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-130,1962-07-01,1985-06-13,22.95,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-131,1961-07-01,1983-07-03,22.01,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-132,1961-07-01,1984-03-19,22.72,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-133,1965-07-01,1983-09-14,18.20,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-134,1963-07-01,1981-10-12,18.28,Pigtail macaque,Male,Individual,Inside,Chow
Wa-Pi-135,1964-07-01,1984-01-06,19.51,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-136,1964-07-01,1987-01-18,22.55,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-137,1964-07-01,1984-01-18,19.55,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-138,1964-07-01,1992-11-30,28.41,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-14,1964-03-01,1989-12-04,25.76,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-140,1964-07-01,1983-11-07,19.35,Pigtail macaque,Male,Individual,Inside,Chow
Wa-Pi-141,1965-07-01,1987-11-20,22.39,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-142,1965-07-01,1989-12-04,24.42,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-143,1965-07-01,1988-01-11,22.53,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-144,1965-07-01,1985-05-14,19.87,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-145,1964-07-01,1986-09-10,22.19,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-146,1966-07-01,1987-06-29,20.99,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-147,1964-07-01,1982-02-20,17.64,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-148,1969-07-01,1988-04-08,18.77,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-149,1969-07-01,1990-01-02,20.50,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-15,1969-12-31,1987-11-30,17.92,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-150,1966-07-01,1988-04-28,21.82,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-151,1966-07-01,1989-07-05,23.01,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-152,1968-07-01,1989-06-02,20.92,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-153,1970-07-01,1985-12-31,15.50,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-154,1960-07-01,1982-10-01,22.25,Pigtail macaque,Male,Individual,Inside,Chow
Wa-Pi-155,1972-07-01,1988-01-07,15.52,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-157,1966-07-01,1990-10-24,24.31,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-158,1968-07-01,1985-05-16,16.87,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-159,1969-07-01,1987-01-22,17.56,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-16,1976-07-01,1995-08-10,19.11,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-160,1970-07-01,1985-08-06,15.10,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-161,1966-07-01,1985-05-03,18.84,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-162,1966-07-01,1992-09-15,26.21,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-163,1965-07-11,1983-07-04,17.98,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-164,1969-01-01,1986-05-06,17.35,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-165,1969-01-19,1987-11-29,18.86,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-166,1970-08-14,1986-10-14,16.17,Pigtail macaque,Female,Individual,Inside,Chow
Wa-Pi-167,1969-11-10,1988-07-18,18.69,Pigtail macaque,Male,Individual,Inside,Chow
Wa-Pi-168,1966-05-26,1987-05-19,20.98,Pigtail macaque,Male,Individual,Inside,Chow
Wa-Pi-169,1967-09-20,1988-10-07,21.05,Pigtail macaque,Male,Individual,Inside,Chow
Wa-Pi-17,1976-12-27,,,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-170,1968-11-07,1990-12-13,22.10,Pigtail macaque,Male,Individual,Inside,Chow
Wa-Pi-171,1960-07-01,1984-11-12,24.36,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-172,1962-07-01,1984-12-05,22.43,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-173,1969-07-01,1983-12-28,14.49,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-174,1961-07-01,1983-07-17,22.04,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-175,1963-07-01,1984-11-24,21.40,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-176,1967-08-16,1986-12-19,19.34,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-177,1967-09-01,1987-01-05,19.34,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-178,1972-01-15,1991-07-24,19.52,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-179,1972-01-24,1983-07-25,11.50,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-18,1960-07-01,1985-01-31,24.58,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-180,1973-02-05,1988-12-02,15.82,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-181,1977-03-15,1985-08-21,8.43,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-182,1977-07-22,1988-11-18,11.32,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-183,1961-07-01,1986-02-12,24.61,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-184,1963-07-01,1985-01-25,21.57,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-185,1960-07-01,1982-03-30,21.75,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-186,1963-07-01,1981-11-09,18.36,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-187,1966-01-31,1989-09-09,23.61,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-188,1967-12-02,1987-05-28,19.49,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-189,1972-05-01,1988-11-16,16.54,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-19,1960-07-01,,,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-190,1972-05-12,1988-05-31,16.05,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-191,1977-01-27,1990-06-06,13.36,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-192,1977-03-20,1991-12-06,14.71,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-193,1956-07-01,1983-12-20,27.47,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-194,1963-07-01,,,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-195,1957-07-01,1988-02-18,30.63,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-196,1964-07-01,1989-07-19,25.05,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-197,1972-07-01,,,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-198,1968-08-07,1987-12-12,19.35,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-199,1969-03-25,1981-08-19,12.40,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-2,1976-03-09,1995-08-09,19.42,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-20,1967-05-15,1986-02-14,18.75,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-200,1969-09-18,1988-02-11,18.40,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-201,1976-07-08,1995-08-10,19.09,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-21,1961-07-01,1984-07-13,23.03,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-22,1964-07-01,1987-01-16,22.54,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-23,1967-03-19,1982-08-18,15.42,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-24,1967-02-27,1986-09-26,19.57,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-25,1972-03-10,1995-08-08,23.41,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-26,1972-04-29,1991-07-19,19.22,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-27,1977-03-30,1984-09-19,7.47,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-28,1977-01-03,1990-09-10,13.69,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-29,1977-03-11,1995-08-10,18.42,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-3,1963-07-01,1985-06-06,21.93,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-30,1977-05-20,1986-07-28,9.19,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-31,1961-07-01,1985-03-28,23.74,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-32,1963-07-01,1982-08-27,19.15,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-33,1977-03-03,1989-02-21,11.97,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-34,1964-11-24,1988-12-07,24.04,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-35,1967-09-04,1995-08-10,27.93,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-36,1968-04-14,1985-01-13,16.75,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-37,1972-05-12,1989-02-03,16.73,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-38,1972-11-12,1995-08-10,22.74,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-39,1967-09-10,1984-01-06,16.32,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-4,1966-07-01,1989-08-26,23.15,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-40,1977-03-29,1989-03-24,11.99,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-41,1963-07-01,1989-02-23,25.64,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-42,1963-12-23,1988-12-01,24.94,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-43,1968-07-14,1985-01-09,16.49,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-44,1969-11-04,1988-05-20,18.54,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-45,1969-11-11,1981-11-23,12.03,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-46,1976-06-16,1991-04-10,14.82,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-47,1976-06-19,1989-06-16,12.99,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-48,1976-11-18,1982-09-06,5.80,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-49,1961-07-01,1990-01-25,28.57,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-5,1969-08-15,1986-08-12,16.99,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-50,1973-07-01,1988-09-22,15.22,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-51,1964-10-18,1985-10-20,21.01,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-52,1969-10-17,1984-12-27,15.19,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-53,1976-04-26,1989-08-14,13.30,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-54,1976-06-01,1990-08-22,14.22,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-55,1961-07-01,1984-11-16,23.37,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-56,1971-07-01,1982-02-23,10.64,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-57,1964-08-22,1988-03-29,23.60,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-58,1967-12-06,1987-08-08,19.67,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-59,1968-10-26,1989-09-21,20.90,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-6,1963-07-30,1983-06-22,19.90,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-60,1969-09-21,1983-12-06,14.21,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-61,1970-02-27,1983-04-17,13.13,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-62,1970-03-15,1982-03-15,12.00,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-63,1976-03-23,1983-01-22,6.83,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-64,1976-03-26,1989-07-15,13.30,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-65,1976-05-03,1988-09-19,12.38,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-66,1977-11-06,1991-06-17,13.61,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-68,1968-07-01,1995-08-09,27.11,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-69,1965-07-01,1993-04-15,27.79,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-7,1969-01-17,1981-09-29,12.70,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-72,1969-07-01,1989-09-06,20.18,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-73,1969-07-01,1991-06-24,21.98,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-77,1969-07-01,1991-11-26,22.40,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-8,1969-08-02,1985-01-22,15.47,Pigtail macaque,Male,Social,Inside,Chow
Wa-Pi-80,1970-07-01,1992-10-21,22.30,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-81,1970-07-01,1989-06-08,18.94,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-83,1970-07-01,1991-11-11,21.36,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-87,1972-07-01,1990-07-10,18.02,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-88,1973-07-01,1989-11-30,16.41,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-9,1976-04-11,1983-01-17,6.77,Pigtail macaque,Female,Social,Inside,Chow
Wa-Pi-90,1967-07-01,,,Pigtail macaque,Male,Unknown,Inside,Chow
Wa-Pi-91,1967-07-01,1988-11-17,21.38,Pigtail macaque,Male,Unknown,Inside,Chow
Wa-Pi-92,1970-07-01,1989-02-06,18.60,Pigtail macaque,Male,Unknown,Inside,Chow
Wa-Pi-93,1970-07-01,1991-01-23,20.56,Pigtail macaque,Male,Unknown,Inside,Chow
Wa-Pi-94,1968-02-06,1989-04-19,21.20,Pigtail macaque,Male,Unknown,Inside,Chow
Wa-Pi-95,1969-11-28,1990-10-17,20.89,Pigtail macaque,Male,Unknown,Inside,Chow
Wa-Pi-96,1970-03-25,1990-06-18,20.23,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-97,1970-04-30,1987-12-22,17.64,Pigtail macaque,Male,Unknown,Inside,Chow
Wa-Pi-98,1970-05-01,,,Pigtail macaque,Female,Unknown,Inside,Chow
Wa-Pi-99,1970-11-08,1995-08-10,24.76,Pigtail macaque,Female,Unknown,Inside,Chow
Wf-Ag-1,1988-09-16,2009-10-14,21.08,Vervet,Female,Social,Mixed,Chow
Wf-Ag-10,2004-12-12,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-100,1991-07-03,2022-02-16,30.62,Vervet,Female,Social,Mixed,Chow
Wf-Ag-101,2000-07-06,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-102,2004-08-25,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-103,2001-07-08,2016-10-25,15.30,Vervet,Female,Social,Mixed,Chow
Wf-Ag-104,2001-09-05,2011-02-08,9.42,Vervet,Female,Social,Mixed,Chow
Wf-Ag-105,2001-06-28,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-106,2001-07-06,2015-03-19,13.70,Vervet,Female,Social,Mixed,Chow
Wf-Ag-107,2005-10-19,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-108,1999-10-05,2015-04-01,15.49,Vervet,Female,Social,Mixed,Chow
Wf-Ag-11,2003-07-28,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-12,1999-07-24,2016-08-24,17.08,Vervet,Female,Social,Mixed,Chow
Wf-Ag-13,1995-07-15,2015-03-31,19.71,Vervet,Female,Social,Mixed,Chow
Wf-Ag-14,1995-07-22,2019-12-03,24.37,Vervet,Female,Social,Mixed,Chow
Wf-Ag-15,1994-08-24,2015-03-26,20.59,Vervet,Female,Social,Mixed,Chow
Wf-Ag-16,2001-09-28,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-17,1991-07-17,2008-04-22,16.76,Vervet,Female,Social,Mixed,Chow
Wf-Ag-18,1995-08-02,2017-03-06,21.59,Vervet,Female,Social,Mixed,Chow
Wf-Ag-2,1999-09-06,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-20,1992-07-28,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-21,2004-07-05,2010-03-18,5.70,Vervet,Female,Social,Mixed,Chow
Wf-Ag-22,2006-10-14,2015-03-26,8.45,Vervet,Female,Social,Mixed,Chow
Wf-Ag-23,1996-06-27,2022-02-03,25.60,Vervet,Female,Social,Mixed,Chow
Wf-Ag-24,1996-08-22,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-25,1990-07-22,2013-01-08,22.46,Vervet,Female,Social,Mixed,Chow
Wf-Ag-26,2003-06-11,2015-06-17,12.02,Vervet,Female,Social,Mixed,Chow
Wf-Ag-27,1993-08-24,2015-03-10,21.55,Vervet,Female,Social,Mixed,Chow
Wf-Ag-28,2002-06-13,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-29,2005-10-14,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-3,2001-06-22,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-30,2004-06-09,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-31,2006-09-09,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-32,2001-08-06,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-33,1984-09-27,2011-02-16,26.39,Vervet,Female,Social,Mixed,Chow
Wf-Ag-336,2000-07-03,2017-12-08,17.43,Vervet,Male,Social,Mixed,Chow
Wf-Ag-337,2002-08-28,2015-06-18,12.81,Vervet,Male,Social,Mixed,Chow
Wf-Ag-338,2001-10-08,2017-06-18,15.69,Vervet,Male,Social,Mixed,Chow
Wf-Ag-339,2006-09-16,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-34,2000-08-28,2021-02-28,20.50,Vervet,Female,Social,Mixed,Chow
Wf-Ag-340,2004-08-22,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-341,2002-06-14,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-342,2002-09-29,2010-09-01,7.92,Vervet,Male,Social,Mixed,Chow
Wf-Ag-344,2004-10-05,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-345,2005-07-06,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-347,2001-10-03,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-348,2006-09-27,2021-04-09,14.53,Vervet,Male,Social,Mixed,Chow
Wf-Ag-349,2007-09-06,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-35,1997-06-30,2016-06-27,18.99,Vervet,Female,Social,Mixed,Chow
Wf-Ag-350,2007-08-05,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-351,2007-07-06,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-352,2006-11-05,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-353,2006-07-18,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-354,1999-06-20,2017-12-08,18.47,Vervet,Male,Social,Mixed,Chow
Wf-Ag-355,1999-08-15,2017-05-10,17.74,Vervet,Male,Social,Mixed,Chow
Wf-Ag-356,2005-07-02,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-357,2006-06-22,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-358,2006-07-05,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-359,2002-11-22,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-36,2001-05-29,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-360,2002-07-27,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-361,2005-09-24,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-362,2005-06-02,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-363,2004-09-21,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-364,2005-08-06,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-365,2005-08-18,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-366,2000-06-02,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-367,2002-07-09,2009-06-29,6.97,Vervet,Male,Social,Mixed,Chow
Wf-Ag-368,2005-10-11,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-37,1995-09-14,2016-09-16,21.01,Vervet,Female,Social,Mixed,Chow
Wf-Ag-38,1997-10-12,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-39,2000-10-15,2010-10-18,10.01,Vervet,Female,Social,Mixed,Chow
Wf-Ag-4,1986-08-20,2012-12-24,26.34,Vervet,Female,Social,Mixed,Chow
Wf-Ag-40,1987-10-12,2010-09-02,22.89,Vervet,Female,Social,Mixed,Chow
Wf-Ag-41,1998-07-15,2021-01-11,22.49,Vervet,Female,Social,Mixed,Chow
Wf-Ag-42,1998-06-28,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-43,1999-06-01,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-44,2005-07-31,2015-03-23,9.65,Vervet,Female,Social,Mixed,Chow
Wf-Ag-45,1999-07-30,2017-04-12,17.70,Vervet,Female,Social,Mixed,Chow
Wf-Ag-46,1994-09-20,2018-03-28,23.52,Vervet,Female,Social,Mixed,Chow
Wf-Ag-47,1999-08-16,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-48,1998-06-02,2019-08-29,21.24,Vervet,Female,Social,Mixed,Chow
Wf-Ag-49,2005-06-19,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-494,2001-06-04,,,Vervet,Male,Social,Mixed,Chow
Wf-Ag-5,1996-03-14,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-50,2004-07-11,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-51,1996-08-28,2016-10-15,20.13,Vervet,Female,Social,Mixed,Chow
Wf-Ag-52,1999-09-13,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-53,2003-07-10,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-54,1991-07-31,2015-04-06,23.68,Vervet,Female,Social,Mixed,Chow
Wf-Ag-55,2005-05-10,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-56,2004-08-19,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-57,2002-06-11,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-58,1997-07-20,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-59,2001-07-29,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-6,2002-07-16,2011-06-03,8.88,Vervet,Female,Social,Mixed,Chow
Wf-Ag-60,2003-09-17,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-606,1986-05-29,2013-01-11,26.62,Vervet,Female,Social,Mixed,Chow
Wf-Ag-607,1992-07-14,2013-12-16,21.42,Vervet,Female,Social,Mixed,Chow
Wf-Ag-608,1992-07-10,2013-12-17,21.44,Vervet,Female,Social,Mixed,Chow
Wf-Ag-61,1994-04-22,2011-03-14,16.89,Vervet,Female,Social,Mixed,Chow
Wf-Ag-62,1998-07-29,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-63,2005-07-19,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-64,2005-06-14,2018-07-08,13.07,Vervet,Female,Social,Mixed,Chow
Wf-Ag-65,2001-05-15,2015-06-17,14.09,Vervet,Female,Social,Mixed,Chow
Wf-Ag-66,2005-07-14,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-67,2004-04-28,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-68,2007-08-09,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-69,2007-09-22,2010-03-16,2.48,Vervet,Female,Social,Mixed,Chow
Wf-Ag-7,2002-05-04,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-70,2007-08-21,2010-03-19,2.58,Vervet,Female,Social,Mixed,Chow
Wf-Ag-71,2007-08-18,2010-08-04,2.96,Vervet,Female,Social,Mixed,Chow
Wf-Ag-72,2007-08-03,2016-03-27,8.65,Vervet,Female,Social,Mixed,Chow
Wf-Ag-73,2006-07-11,2015-03-25,8.71,Vervet,Female,Social,Mixed,Chow
Wf-Ag-74,2003-08-13,2015-06-16,11.84,Vervet,Female,Social,Mixed,Chow
Wf-Ag-75,2006-11-05,2016-05-25,9.55,Vervet,Female,Social,Mixed,Chow
Wf-Ag-76,2006-09-04,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-77,2005-08-04,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-78,2000-07-31,2018-06-26,17.90,Vervet,Female,Social,Mixed,Chow
Wf-Ag-79,2003-04-20,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-8,2001-04-23,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-80,2003-04-25,2012-06-13,9.13,Vervet,Female,Social,Mixed,Chow
Wf-Ag-81,1992-07-12,2015-07-02,22.97,Vervet,Female,Social,Mixed,Chow
Wf-Ag-82,2002-09-15,2015-03-17,12.51,Vervet,Female,Social,Mixed,Chow
Wf-Ag-83,1999-08-08,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-84,1988-06-11,2009-05-31,20.97,Vervet,Female,Social,Mixed,Chow
Wf-Ag-85,2000-07-21,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-86,2000-07-24,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-88,2003-07-20,2016-05-03,12.79,Vervet,Female,Social,Mixed,Chow
Wf-Ag-89,2005-07-30,2014-09-22,9.15,Vervet,Female,Social,Mixed,Chow
Wf-Ag-9,2003-07-13,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-90,2006-06-10,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-91,2003-07-08,,,Vervet,Female,Social,Mixed,Chow
Wf-Ag-92,2006-07-08,2015-03-24,8.71,Vervet,Female,Social,Mixed,Chow
Wf-Ag-921,1989-07-15,2011-05-06,21.81,Vervet,Female,Social,Mixed,Chow
Wf-Ag-93,2005-09-22,,,Vervet,Female,Social,Mixed,Chow
